Cliente,Auto,Ubicación,Fecha,Pago,Seguro Empresa
761,25,355,31/08/2015,Credito,NO
3021,105,556,05/09/2017,Credito,SI
3214,111,103,02/06/2018,Efectivo,NO
3708,31,75,06/04/2015,Credito,NO
2412,104,54,29/05/2019,Credito,NO
308,36,183,10/12/2018,Efectivo,NO
3293,154,378,21/05/2018,Credito,SI
2467,51,580,14/02/2016,Efectivo,SI
861,45,520,13/06/2016,Efectivo,SI
2293,74,164,31/05/2015,Efectivo,NO
3118,156,185,28/01/2018,Efectivo,NO
2779,9,294,10/04/2019,Credito,NO
1097,50,497,25/12/2017,Credito,NO
2353,120,454,18/09/2019,Credito,NO
3635,103,147,17/11/2018,Efectivo,NO
3865,95,82,05/10/2019,Credito,SI
1527,23,68,03/08/2016,Efectivo,NO
3330,28,139,13/07/2019,Credito,NO
366,115,530,05/11/2017,Efectivo,NO
3291,117,346,30/12/2016,Efectivo,NO
2592,14,521,23/01/2016,Credito,NO
3424,149,310,05/08/2019,Credito,SI
149,110,547,04/12/2017,Efectivo,SI
611,153,504,24/11/2018,Credito,NO
1495,116,535,09/07/2017,Efectivo,NO
766,14,571,15/02/2018,Efectivo,SI
470,30,575,12/05/2017,Efectivo,SI
3765,48,172,10/06/2016,Credito,SI
536,80,91,17/10/2017,Credito,NO
2709,97,584,12/12/2019,Credito,SI
1373,95,465,05/04/2017,Credito,NO
2999,24,4,11/12/2019,Efectivo,SI
498,104,131,09/06/2015,Efectivo,SI
2574,133,291,29/10/2015,Efectivo,SI
70,155,149,01/12/2019,Credito,SI
3605,69,51,03/03/2019,Credito,NO
3396,147,13,04/02/2016,Credito,SI
1003,120,585,05/11/2018,Credito,SI
2484,79,67,19/03/2017,Credito,NO
3923,141,79,17/02/2015,Efectivo,SI
134,55,295,23/01/2019,Credito,SI
2960,81,278,15/06/2015,Efectivo,SI
1087,107,274,29/01/2015,Efectivo,SI
243,35,390,23/07/2018,Credito,SI
1973,103,420,18/04/2016,Efectivo,SI
173,41,364,13/08/2018,Credito,NO
2569,69,595,18/02/2016,Credito,SI
2609,106,129,29/03/2015,Efectivo,SI
2081,37,80,15/01/2019,Credito,NO
435,147,427,03/11/2015,Credito,SI
3060,30,584,05/07/2015,Efectivo,NO
395,156,411,23/07/2018,Credito,NO
3221,14,564,08/04/2018,Efectivo,NO
1255,150,210,21/07/2016,Credito,NO
3686,129,317,06/01/2017,Efectivo,SI
2321,155,173,20/03/2019,Credito,NO
823,36,367,07/02/2019,Credito,SI
2047,61,6,03/11/2016,Efectivo,SI
1114,93,7,28/09/2015,Efectivo,SI
2538,76,394,11/06/2019,Efectivo,SI
919,123,40,03/03/2018,Efectivo,SI
164,62,496,29/12/2018,Efectivo,SI
98,100,446,14/03/2016,Credito,NO
1734,5,603,15/06/2015,Efectivo,SI
2245,157,406,18/05/2019,Efectivo,SI
3660,25,41,13/02/2019,Credito,NO
1217,149,204,24/06/2019,Efectivo,NO
2121,64,313,10/04/2018,Credito,SI
2474,133,266,13/12/2018,Credito,SI
722,122,95,06/12/2015,Credito,NO
639,136,451,06/04/2019,Efectivo,NO
881,17,347,23/06/2019,Credito,SI
1368,76,347,03/08/2015,Credito,NO
2664,117,131,29/05/2015,Credito,NO
1735,69,185,30/09/2017,Credito,NO
936,37,304,09/11/2017,Credito,SI
3136,116,521,09/06/2017,Efectivo,NO
1893,59,510,22/06/2015,Efectivo,SI
2593,58,432,14/09/2018,Efectivo,NO
3506,22,88,20/10/2016,Credito,SI
929,114,542,20/11/2017,Efectivo,NO
2719,88,420,28/02/2015,Efectivo,SI
3002,107,159,01/04/2015,Efectivo,NO
2185,55,393,24/04/2019,Credito,SI
1723,125,452,06/06/2019,Efectivo,NO
2586,36,207,13/06/2017,Credito,SI
1476,115,128,23/12/2015,Efectivo,NO
290,157,52,01/07/2019,Efectivo,SI
1919,8,152,18/08/2016,Efectivo,SI
2015,23,497,22/04/2017,Efectivo,NO
2880,104,440,18/08/2019,Credito,NO
1435,2,429,01/04/2018,Credito,SI
1292,112,321,10/12/2016,Credito,SI
1769,152,336,29/01/2015,Efectivo,SI
2973,107,491,04/01/2015,Efectivo,NO
554,1,32,07/03/2015,Credito,SI
2003,112,456,30/11/2018,Credito,SI
1409,108,533,29/04/2016,Efectivo,NO
18,15,9,21/10/2016,Efectivo,SI
3309,81,401,09/10/2018,Credito,SI
3203,101,355,06/11/2017,Credito,NO
323,45,22,13/01/2018,Credito,NO
2364,20,604,25/05/2016,Efectivo,NO
793,120,448,07/02/2018,Credito,SI
1832,64,110,20/10/2015,Efectivo,SI
1902,104,251,12/08/2019,Efectivo,SI
2973,40,119,30/11/2016,Credito,SI
1248,140,149,26/02/2016,Efectivo,NO
386,156,228,30/05/2015,Credito,SI
1273,126,499,26/09/2017,Efectivo,NO
1205,99,24,10/05/2018,Efectivo,SI
1702,52,118,10/08/2018,Credito,NO
2932,21,33,24/04/2017,Efectivo,SI
2393,136,454,10/08/2016,Credito,SI
3256,119,42,11/01/2018,Efectivo,SI
109,148,72,19/01/2018,Credito,NO
1587,102,555,28/12/2017,Credito,NO
2216,139,559,13/08/2016,Credito,NO
2765,125,334,20/03/2019,Efectivo,SI
346,114,109,05/09/2016,Credito,NO
825,22,369,07/01/2018,Efectivo,NO
381,24,417,14/12/2018,Efectivo,NO
987,71,507,21/03/2019,Credito,SI
618,73,496,25/02/2016,Credito,NO
1286,141,573,20/04/2015,Credito,NO
1726,1,109,23/04/2017,Credito,NO
1344,123,148,28/04/2017,Efectivo,SI
3982,52,479,23/10/2016,Credito,NO
1754,8,32,01/05/2018,Credito,SI
3588,53,34,12/11/2015,Efectivo,SI
538,32,296,12/02/2015,Credito,NO
2527,130,271,03/08/2018,Credito,NO
3740,14,603,02/03/2019,Efectivo,NO
1805,27,526,18/03/2015,Credito,NO
2850,92,503,19/06/2016,Credito,NO
3284,25,103,17/01/2019,Credito,NO
530,42,294,06/12/2016,Efectivo,NO
2606,10,507,16/08/2017,Credito,NO
3523,64,428,10/10/2019,Efectivo,SI
1406,104,239,27/03/2018,Efectivo,NO
1777,62,16,07/02/2017,Efectivo,SI
1587,12,409,02/10/2018,Efectivo,NO
1198,146,432,08/09/2017,Efectivo,NO
3817,57,83,04/11/2017,Efectivo,NO
599,142,486,06/09/2018,Credito,SI
1786,42,519,08/08/2015,Efectivo,NO
2482,56,60,21/12/2015,Efectivo,NO
735,40,31,11/05/2016,Credito,SI
3681,132,554,28/10/2018,Efectivo,NO
2410,112,277,04/02/2019,Efectivo,NO
1047,64,259,07/01/2019,Efectivo,SI
899,135,474,26/11/2018,Credito,SI
700,46,222,09/11/2019,Efectivo,SI
435,58,7,02/05/2018,Credito,NO
2698,68,554,06/04/2016,Efectivo,SI
1424,67,186,12/11/2019,Efectivo,NO
1363,18,389,21/07/2019,Credito,SI
882,79,134,01/12/2018,Efectivo,NO
3577,51,215,22/03/2017,Efectivo,SI
3100,63,510,18/04/2018,Credito,SI
1770,29,17,18/03/2019,Credito,SI
136,27,536,07/11/2015,Efectivo,NO
3991,138,137,08/05/2015,Credito,NO
3624,96,79,20/10/2017,Efectivo,NO
593,14,167,07/11/2018,Efectivo,NO
1578,118,510,14/07/2019,Efectivo,SI
3345,141,380,04/01/2018,Efectivo,NO
859,11,361,25/05/2019,Credito,NO
3661,79,455,04/06/2019,Credito,SI
723,45,87,24/10/2019,Efectivo,SI
506,84,554,30/10/2018,Credito,NO
2871,28,521,23/10/2017,Credito,NO
3861,127,595,26/12/2018,Credito,SI
3160,94,294,14/06/2015,Efectivo,SI
3464,109,144,16/08/2015,Efectivo,SI
16,89,292,23/10/2016,Efectivo,SI
864,105,573,24/03/2018,Credito,SI
1047,102,428,09/10/2017,Credito,NO
786,140,425,23/10/2019,Credito,NO
920,147,285,05/10/2019,Efectivo,NO
1657,147,5,06/12/2017,Credito,SI
3667,92,62,05/08/2019,Efectivo,SI
3708,144,6,16/07/2019,Efectivo,SI
2162,133,99,12/08/2015,Efectivo,NO
3000,131,529,17/10/2018,Credito,NO
1295,130,411,27/03/2015,Efectivo,NO
3493,99,141,11/06/2015,Credito,NO
2092,134,428,05/05/2015,Credito,SI
1712,29,369,08/06/2016,Credito,SI
1493,67,367,30/11/2017,Efectivo,SI
2250,143,154,16/07/2018,Efectivo,NO
2260,123,481,18/08/2016,Efectivo,SI
3946,139,11,25/09/2019,Credito,SI
2623,54,484,17/04/2015,Efectivo,NO
1521,147,316,30/01/2016,Credito,SI
2213,153,469,05/03/2019,Efectivo,NO
2480,2,496,10/09/2018,Efectivo,NO
1284,11,392,20/09/2015,Efectivo,SI
3751,58,588,02/07/2019,Efectivo,NO
3981,40,505,10/04/2016,Credito,NO
713,98,233,31/03/2016,Credito,NO
1010,27,55,13/08/2017,Credito,SI
2977,8,375,20/08/2018,Credito,SI
2407,89,257,05/02/2016,Credito,SI
1222,30,517,07/01/2017,Efectivo,NO
1479,36,585,12/12/2015,Credito,SI
3555,1,270,23/09/2018,Credito,NO
2427,77,375,22/12/2017,Efectivo,SI
375,130,65,25/11/2019,Credito,NO
425,109,217,18/03/2019,Efectivo,SI
3945,65,258,15/07/2015,Efectivo,SI
2081,12,412,24/08/2017,Credito,NO
607,146,259,27/05/2019,Efectivo,NO
2847,57,413,16/03/2015,Credito,NO
3965,123,296,25/11/2018,Credito,NO
808,133,177,24/02/2018,Efectivo,SI
3386,13,135,29/10/2019,Efectivo,NO
112,150,11,20/01/2017,Efectivo,NO
2751,153,596,21/07/2016,Efectivo,SI
1261,32,304,16/01/2017,Credito,SI
1710,47,138,10/09/2019,Credito,NO
667,80,169,09/06/2016,Credito,NO
2673,92,349,01/06/2016,Credito,NO
1196,52,286,20/09/2016,Credito,SI
3123,82,149,30/11/2017,Efectivo,SI
995,21,347,21/11/2017,Credito,NO
144,70,525,18/06/2019,Credito,NO
2565,54,294,03/08/2016,Efectivo,SI
2819,127,190,21/01/2015,Credito,NO
211,91,591,19/08/2017,Efectivo,NO
1609,37,489,01/02/2018,Efectivo,NO
1604,82,553,09/10/2015,Credito,SI
793,10,168,27/06/2018,Efectivo,NO
2965,157,47,03/12/2018,Credito,SI
399,115,191,29/12/2019,Efectivo,NO
2310,2,248,12/11/2019,Credito,SI
824,116,4,30/11/2018,Efectivo,NO
128,138,525,03/04/2017,Efectivo,SI
56,147,275,29/09/2017,Credito,SI
3484,66,103,14/05/2016,Efectivo,SI
253,71,139,01/03/2019,Credito,SI
3608,23,347,22/07/2019,Credito,SI
2147,50,581,12/12/2017,Efectivo,NO
3570,19,141,20/06/2019,Credito,NO
3544,74,346,05/09/2018,Credito,SI
1175,87,45,26/04/2019,Efectivo,SI
2068,52,263,15/12/2016,Efectivo,SI
2706,64,431,14/10/2015,Efectivo,NO
3642,108,467,23/06/2017,Credito,NO
461,35,462,25/07/2015,Efectivo,SI
1631,45,296,23/01/2017,Credito,NO
2872,68,399,07/11/2017,Credito,NO
2139,11,92,31/01/2019,Efectivo,SI
3232,20,568,17/07/2017,Credito,SI
1960,56,574,28/08/2017,Efectivo,NO
1922,156,165,23/09/2018,Efectivo,NO
71,95,5,26/05/2015,Credito,NO
3678,82,60,26/05/2019,Credito,NO
1913,50,78,31/01/2019,Efectivo,NO
2511,81,293,01/01/2018,Credito,SI
3537,13,407,06/03/2015,Efectivo,NO
990,32,574,01/12/2015,Credito,SI
1326,46,71,27/05/2019,Efectivo,NO
1989,127,17,09/06/2018,Credito,SI
1164,102,526,02/09/2017,Efectivo,SI
2274,107,38,27/01/2017,Efectivo,NO
747,67,22,20/07/2017,Efectivo,SI
300,24,430,12/03/2017,Efectivo,SI
2744,7,147,04/02/2016,Efectivo,SI
1629,97,550,04/11/2016,Credito,NO
2299,16,172,21/10/2019,Efectivo,NO
3292,30,384,01/10/2017,Efectivo,NO
319,24,566,24/06/2016,Efectivo,NO
3010,119,126,08/06/2018,Efectivo,NO
1245,146,542,23/05/2019,Efectivo,NO
3283,155,455,04/07/2017,Credito,SI
1823,107,354,04/09/2016,Credito,SI
79,3,300,14/06/2019,Credito,SI
2253,96,399,22/09/2019,Credito,NO
1441,25,332,06/09/2018,Efectivo,SI
1415,148,221,01/10/2017,Efectivo,SI
2600,108,370,07/12/2016,Credito,NO
1381,119,570,01/02/2018,Credito,NO
232,77,113,01/07/2016,Efectivo,SI
2473,55,545,17/04/2018,Efectivo,SI
2319,121,432,01/05/2015,Efectivo,SI
1114,45,254,30/11/2015,Credito,SI
1497,113,5,09/11/2019,Efectivo,NO
215,79,122,23/11/2016,Efectivo,NO
3611,92,63,02/11/2016,Credito,SI
1468,79,36,02/05/2018,Efectivo,NO
68,94,463,16/11/2019,Efectivo,SI
529,60,268,12/03/2019,Credito,SI
613,108,242,08/02/2015,Efectivo,SI
3029,152,418,18/05/2017,Efectivo,NO
2470,102,408,31/03/2015,Credito,SI
1475,7,470,30/12/2016,Credito,SI
2896,129,75,18/04/2018,Efectivo,NO
3207,6,291,28/03/2015,Credito,SI
740,12,41,10/05/2017,Efectivo,NO
1480,21,412,06/05/2016,Efectivo,NO
277,128,408,26/12/2018,Efectivo,SI
2877,38,354,23/03/2018,Efectivo,NO
2759,84,115,16/10/2019,Credito,NO
2029,2,230,11/02/2018,Efectivo,NO
3406,37,159,31/01/2016,Efectivo,NO
2768,126,173,07/06/2015,Credito,NO
262,25,454,26/08/2016,Efectivo,SI
3329,98,390,11/05/2019,Efectivo,NO
2661,76,33,19/11/2018,Credito,SI
1876,88,573,31/08/2018,Efectivo,NO
3297,106,506,22/07/2017,Efectivo,NO
3771,62,575,18/11/2019,Efectivo,SI
2690,109,87,18/01/2015,Efectivo,NO
2568,20,544,01/03/2016,Credito,SI
3221,127,9,21/02/2019,Efectivo,SI
1197,42,204,18/10/2017,Credito,NO
3810,156,520,28/06/2019,Efectivo,NO
22,114,10,02/04/2017,Efectivo,SI
2187,49,108,04/02/2018,Efectivo,NO
2282,67,323,01/11/2015,Credito,NO
1372,143,130,19/09/2016,Credito,SI
1385,35,56,29/09/2017,Efectivo,NO
2049,118,40,07/09/2016,Credito,SI
1876,124,306,28/05/2015,Efectivo,SI
1371,88,594,13/12/2015,Credito,NO
1904,142,293,04/12/2015,Efectivo,SI
12,118,355,17/06/2015,Efectivo,NO
617,148,163,12/05/2019,Efectivo,SI
2714,123,156,07/12/2019,Credito,SI
3229,44,541,20/06/2018,Efectivo,SI
831,104,461,14/08/2017,Efectivo,SI
1570,137,309,27/07/2018,Efectivo,SI
155,97,345,01/03/2018,Efectivo,SI
1081,29,444,15/05/2015,Efectivo,SI
793,78,360,13/07/2015,Efectivo,SI
1801,17,523,16/10/2016,Efectivo,SI
3746,110,146,26/06/2018,Credito,SI
515,157,277,05/03/2015,Efectivo,SI
644,110,591,22/12/2015,Credito,SI
2834,69,320,18/09/2019,Credito,NO
3772,81,105,13/12/2017,Efectivo,NO
3097,84,448,07/06/2019,Efectivo,NO
3950,101,272,04/11/2017,Credito,NO
1646,42,357,21/01/2016,Efectivo,SI
2023,140,239,30/12/2019,Credito,SI
3581,149,169,13/03/2015,Credito,NO
25,52,538,16/02/2017,Credito,NO
376,92,496,12/08/2017,Efectivo,NO
3709,137,143,24/04/2016,Efectivo,NO
3584,108,117,11/04/2017,Efectivo,NO
1909,34,244,07/12/2018,Credito,NO
1771,55,156,05/03/2019,Efectivo,SI
2481,18,105,10/09/2015,Credito,SI
2857,89,437,21/11/2018,Credito,SI
2755,98,463,04/05/2019,Efectivo,NO
2718,142,32,19/09/2015,Efectivo,NO
1805,6,214,22/02/2015,Efectivo,NO
1603,6,49,12/01/2015,Efectivo,SI
1988,150,563,01/06/2015,Efectivo,SI
167,96,90,18/12/2018,Credito,SI
947,114,411,18/08/2018,Credito,SI
3249,95,361,24/05/2019,Credito,NO
1037,59,236,23/06/2016,Credito,SI
931,62,101,13/09/2016,Credito,SI
1442,45,353,13/06/2018,Credito,SI
962,48,482,26/11/2016,Efectivo,SI
330,47,471,20/07/2015,Efectivo,SI
1672,149,243,17/06/2019,Efectivo,SI
2207,13,127,01/01/2018,Efectivo,NO
1635,5,180,05/11/2018,Credito,SI
3581,102,291,15/05/2015,Credito,NO
185,15,509,18/04/2015,Credito,NO
2261,19,385,26/05/2018,Credito,NO
2126,69,314,10/03/2017,Efectivo,SI
2098,83,423,09/11/2019,Credito,SI
3700,81,98,18/02/2018,Credito,NO
3576,135,454,07/03/2015,Credito,SI
772,31,248,13/08/2018,Credito,NO
232,37,154,15/10/2016,Credito,SI
3134,23,425,19/09/2017,Efectivo,NO
897,97,373,01/05/2017,Credito,NO
518,65,219,20/09/2016,Efectivo,SI
3730,45,421,18/05/2016,Efectivo,SI
3568,78,582,03/09/2019,Efectivo,SI
3072,118,380,11/11/2019,Efectivo,SI
2093,107,13,19/04/2018,Efectivo,SI
1407,20,148,27/12/2016,Efectivo,SI
1051,23,185,30/01/2016,Credito,NO
2424,126,238,12/09/2016,Efectivo,SI
348,36,342,23/06/2019,Efectivo,SI
991,26,407,24/08/2015,Credito,NO
3402,33,88,27/10/2018,Efectivo,SI
3346,19,329,28/09/2018,Credito,NO
2234,76,506,22/07/2016,Efectivo,NO
3208,1,252,23/07/2016,Efectivo,SI
3212,56,355,03/03/2015,Efectivo,SI
2086,39,236,01/07/2016,Credito,NO
145,80,235,20/05/2018,Credito,SI
1327,147,414,01/05/2017,Credito,SI
2620,153,166,11/07/2018,Credito,NO
1495,46,364,18/08/2019,Credito,SI
3585,107,432,29/11/2018,Credito,SI
2909,127,600,02/07/2016,Efectivo,SI
1560,136,327,05/10/2015,Credito,NO
3816,1,18,30/12/2017,Credito,NO
2728,53,551,13/07/2016,Efectivo,NO
3064,93,597,26/06/2016,Credito,NO
1855,137,419,29/06/2016,Credito,NO
1713,147,117,19/10/2019,Credito,SI
1984,19,501,24/07/2017,Efectivo,NO
2116,56,472,04/04/2015,Credito,SI
3018,38,75,11/08/2016,Efectivo,SI
2839,131,148,10/05/2016,Credito,SI
1147,137,117,30/12/2016,Credito,SI
983,7,530,26/05/2016,Credito,NO
56,35,440,15/01/2015,Credito,SI
1593,125,577,04/10/2019,Efectivo,NO
1803,70,86,15/11/2018,Efectivo,NO
1240,41,490,27/09/2016,Credito,NO
361,49,107,29/03/2018,Credito,NO
1864,80,130,29/09/2018,Efectivo,SI
1513,80,447,03/03/2016,Credito,SI
3514,124,424,16/12/2017,Efectivo,SI
1642,81,457,01/12/2017,Credito,NO
2712,72,534,24/08/2015,Credito,SI
3994,79,506,21/03/2016,Efectivo,SI
3396,16,258,14/02/2018,Efectivo,SI
3835,120,78,24/02/2015,Credito,NO
3313,112,250,29/07/2017,Efectivo,NO
1421,150,305,16/10/2017,Efectivo,NO
2177,47,301,27/10/2016,Credito,SI
3769,156,190,06/11/2016,Credito,NO
565,85,320,09/06/2018,Credito,SI
301,120,78,16/07/2019,Efectivo,SI
3253,119,536,05/05/2018,Efectivo,SI
3160,8,85,07/01/2019,Credito,NO
257,126,389,29/07/2019,Credito,SI
2657,46,548,05/04/2018,Efectivo,SI
3179,103,225,29/03/2018,Credito,NO
847,118,377,05/06/2017,Credito,SI
2470,35,517,09/01/2016,Credito,NO
974,96,330,27/02/2017,Efectivo,SI
782,141,203,27/08/2019,Efectivo,NO
3184,129,381,26/12/2018,Efectivo,SI
725,30,501,12/02/2016,Credito,NO
3075,152,86,18/07/2016,Credito,SI
651,77,508,20/07/2019,Efectivo,NO
3319,45,284,04/03/2017,Efectivo,SI
1144,146,40,21/07/2016,Efectivo,SI
2168,111,347,31/12/2019,Credito,NO
3192,142,357,02/07/2016,Efectivo,NO
2236,64,105,05/11/2016,Efectivo,SI
898,88,397,01/10/2019,Efectivo,NO
3039,85,80,15/07/2019,Credito,NO
582,33,288,07/03/2017,Efectivo,NO
3009,16,316,06/11/2016,Efectivo,SI
2996,40,218,14/01/2015,Efectivo,NO
2521,7,214,10/07/2017,Efectivo,NO
3532,92,126,18/07/2016,Efectivo,NO
44,138,469,12/08/2019,Efectivo,SI
3533,1,590,13/10/2016,Efectivo,NO
2273,54,488,28/11/2015,Efectivo,NO
1680,88,108,18/08/2017,Credito,NO
1835,57,212,26/04/2018,Efectivo,NO
1281,75,128,03/09/2018,Efectivo,NO
329,89,421,30/04/2019,Efectivo,SI
650,123,434,24/12/2017,Efectivo,NO
1755,30,163,03/07/2016,Efectivo,NO
1431,27,461,25/05/2015,Credito,NO
1356,47,358,17/05/2019,Credito,NO
3666,144,494,20/12/2017,Credito,SI
214,52,416,27/01/2017,Credito,NO
1139,104,43,27/03/2018,Efectivo,NO
3110,108,426,19/12/2016,Credito,NO
2043,126,558,09/11/2017,Efectivo,SI
3345,88,276,18/05/2018,Credito,NO
1446,154,87,28/09/2019,Efectivo,SI
1481,4,521,05/11/2019,Credito,SI
2853,96,329,09/05/2015,Efectivo,NO
3332,80,463,24/05/2018,Efectivo,NO
3306,10,459,23/01/2015,Credito,NO
1802,49,166,09/04/2019,Credito,NO
1555,59,382,08/01/2018,Efectivo,NO
2360,29,437,20/09/2018,Credito,SI
3142,5,376,27/09/2019,Credito,SI
1929,51,21,03/03/2019,Credito,SI
695,132,10,07/12/2016,Efectivo,SI
1495,155,559,26/09/2015,Efectivo,NO
3231,102,350,12/01/2016,Efectivo,NO
3563,84,481,03/07/2018,Credito,NO
2547,112,172,15/01/2015,Credito,NO
852,117,412,05/02/2018,Credito,SI
2224,112,409,14/09/2016,Credito,NO
1368,125,129,11/03/2015,Credito,NO
2117,90,513,26/07/2018,Credito,SI
727,151,566,01/05/2015,Credito,NO
973,116,59,27/12/2017,Credito,NO
1243,115,144,23/05/2016,Credito,NO
1651,54,493,04/07/2019,Credito,SI
3874,59,4,07/05/2015,Credito,SI
1508,100,435,12/05/2015,Credito,NO
2984,40,216,09/06/2018,Efectivo,NO
220,79,126,19/06/2017,Efectivo,SI
3378,13,302,20/04/2018,Credito,NO
456,98,531,01/10/2018,Credito,NO
1878,131,251,17/07/2016,Credito,SI
725,37,310,02/11/2019,Efectivo,SI
2138,63,390,21/03/2016,Credito,NO
3518,35,375,30/08/2019,Credito,SI
1539,51,261,10/01/2019,Credito,SI
3425,95,452,22/10/2018,Credito,SI
1524,74,2,01/05/2015,Efectivo,NO
3478,36,310,12/04/2015,Efectivo,NO
437,90,94,20/07/2015,Efectivo,SI
3910,126,30,02/11/2016,Credito,NO
2203,143,199,09/03/2018,Efectivo,SI
1880,42,76,16/03/2017,Credito,NO
3258,92,602,19/11/2015,Efectivo,NO
1484,114,15,10/05/2017,Efectivo,SI
3882,144,415,27/06/2017,Credito,NO
1949,70,310,18/04/2016,Credito,SI
955,74,561,04/07/2017,Efectivo,NO
1252,130,570,26/04/2015,Efectivo,SI
2484,151,553,01/05/2017,Credito,NO
2100,145,76,28/10/2017,Efectivo,NO
3100,68,290,07/08/2015,Credito,NO
1966,122,41,05/11/2019,Efectivo,SI
3066,119,95,17/09/2019,Efectivo,NO
3707,69,152,24/08/2015,Efectivo,SI
2160,18,200,18/11/2017,Credito,SI
3992,124,341,30/11/2017,Credito,SI
1202,39,376,24/01/2017,Credito,NO
3934,104,456,08/03/2019,Efectivo,NO
949,112,130,05/02/2018,Credito,NO
2214,100,509,24/05/2016,Efectivo,NO
3208,130,383,03/03/2017,Credito,NO
1845,46,402,16/11/2017,Credito,NO
1637,66,477,22/09/2015,Credito,SI
1352,88,294,24/11/2016,Efectivo,NO
973,100,143,30/06/2018,Credito,SI
3928,131,514,20/07/2016,Efectivo,SI
2661,27,567,02/01/2017,Credito,NO
47,26,29,09/05/2019,Efectivo,SI
887,45,464,18/11/2018,Credito,NO
3167,53,447,09/12/2017,Efectivo,SI
3274,132,155,12/12/2015,Efectivo,NO
746,136,182,07/08/2017,Efectivo,NO
2878,10,325,06/05/2016,Efectivo,NO
2346,68,164,30/10/2016,Efectivo,NO
3710,77,144,10/08/2019,Credito,SI
1774,156,444,17/01/2019,Efectivo,NO
3099,139,207,16/06/2016,Credito,NO
342,59,508,28/08/2019,Credito,NO
2862,15,283,02/10/2017,Efectivo,NO
854,43,389,29/03/2015,Credito,SI
1686,117,544,18/10/2018,Credito,NO
2324,83,536,31/01/2018,Credito,NO
1702,120,569,16/04/2017,Efectivo,NO
676,23,519,12/02/2017,Efectivo,SI
1167,6,255,07/11/2019,Credito,NO
2149,130,31,20/12/2019,Credito,SI
3291,133,387,02/01/2019,Efectivo,NO
3780,94,271,11/07/2016,Credito,SI
959,13,589,26/02/2019,Efectivo,NO
3842,152,18,24/12/2018,Efectivo,SI
2368,51,449,04/03/2016,Efectivo,NO
1722,24,378,07/02/2016,Efectivo,SI
1079,42,502,22/04/2019,Efectivo,NO
3403,134,94,28/03/2016,Credito,NO
1477,71,583,15/02/2015,Credito,SI
1554,25,221,21/07/2017,Credito,SI
3841,10,223,10/02/2018,Credito,SI
1715,41,368,27/04/2018,Credito,NO
1467,108,588,05/08/2019,Efectivo,SI
572,8,344,11/08/2019,Credito,NO
1015,42,234,16/08/2017,Efectivo,SI
908,109,80,14/08/2016,Credito,NO
1912,5,39,05/12/2015,Efectivo,SI
356,59,353,07/10/2015,Credito,NO
3269,33,12,29/07/2015,Credito,SI
2855,103,293,24/07/2017,Efectivo,SI
696,148,286,02/09/2015,Credito,SI
702,125,223,03/12/2015,Efectivo,SI
1775,1,471,02/06/2015,Efectivo,NO
1553,3,423,17/01/2016,Efectivo,NO
1565,14,513,14/10/2016,Efectivo,SI
2163,9,403,03/06/2017,Credito,SI
381,55,206,24/05/2017,Efectivo,SI
2002,19,148,16/08/2018,Credito,NO
2280,85,228,13/12/2018,Credito,NO
3421,64,21,26/09/2016,Credito,SI
1062,66,531,11/11/2015,Credito,SI
60,29,205,29/03/2019,Credito,SI
1799,156,119,19/06/2017,Credito,NO
3131,135,108,27/05/2017,Credito,SI
1252,3,229,01/10/2018,Credito,SI
358,118,541,20/05/2017,Credito,NO
3375,92,243,12/03/2019,Credito,NO
699,1,223,12/03/2016,Efectivo,NO
1556,51,600,17/03/2018,Efectivo,NO
705,60,139,16/08/2016,Credito,NO
1650,65,513,15/07/2016,Credito,SI
1091,129,78,12/02/2018,Efectivo,SI
463,36,82,20/11/2017,Credito,SI
3059,33,20,03/09/2016,Efectivo,NO
1458,110,361,25/09/2016,Credito,NO
1160,2,9,25/10/2015,Efectivo,SI
2415,142,526,10/02/2017,Efectivo,NO
3789,58,451,01/10/2016,Efectivo,SI
1549,63,288,27/07/2016,Credito,NO
876,56,25,29/09/2016,Efectivo,NO
1986,20,474,01/12/2016,Efectivo,SI
942,116,497,13/02/2019,Efectivo,NO
1013,116,211,07/07/2019,Credito,SI
1776,40,201,14/06/2016,Credito,NO
548,128,582,12/12/2017,Efectivo,NO
945,1,409,28/04/2019,Efectivo,SI
3130,119,565,06/06/2015,Credito,NO
1094,80,368,07/09/2016,Efectivo,NO
223,84,128,29/01/2018,Credito,NO
1132,155,176,18/07/2018,Credito,SI
808,20,569,05/06/2016,Efectivo,NO
3812,10,145,21/09/2018,Efectivo,SI
3425,88,43,06/05/2015,Efectivo,SI
2531,134,260,29/04/2019,Efectivo,NO
2381,99,248,30/11/2019,Credito,SI
906,64,277,04/04/2018,Efectivo,SI
3188,131,20,15/10/2017,Efectivo,NO
3581,104,139,31/10/2015,Credito,SI
2368,31,291,23/08/2015,Credito,SI
